age;job;marital;education;default;balance;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;deposit
45;blue-collar;single;basic.4y;unknown;;yes;yes;cellular;jul;tue;21;3;;0;nonexistent;no
53;blue-collar;married;basic.9y;no;;yes;no;cellular;jul;tue;56;3;;0;nonexistent;no
38;retired;single;basic.6y;unknown;;no;no;cellular;jul;tue;129;2;;0;nonexistent;no
50;technician;single;university.degree;no;;yes;no;cellular;jul;tue;129;4;;0;nonexistent;no
25;management;single;university.degree;no;;no;no;cellular;jul;tue;125;3;;0;nonexistent;no
32;blue-collar;married;basic.6y;no;;no;no;telephone;jul;tue;285;3;;0;nonexistent;no
46;blue-collar;married;basic.4y;unknown;;no;no;cellular;jul;tue;166;3;;0;nonexistent;no
57;blue-collar;married;basic.9y;no;;yes;no;cellular;jul;tue;106;2;;0;nonexistent;no
30;admin.;single;university.degree;no;;yes;no;cellular;jul;tue;101;2;;0;nonexistent;no
27;blue-collar;single;basic.9y;no;;no;no;cellular;jul;tue;169;2;;0;nonexistent;no
33;admin.;single;university.degree;no;;no;no;cellular;jul;tue;110;2;;0;nonexistent;no
35;admin.;divorced;high.school;unknown;;no;no;cellular;jul;tue;175;4;;0;nonexistent;no
50;technician;single;university.degree;no;;no;no;cellular;jul;tue;179;3;;0;nonexistent;no
36;admin.;married;high.school;no;;yes;no;cellular;jul;tue;649;2;;0;nonexistent;no
46;technician;divorced;professional.course;no;;no;no;cellular;jul;tue;231;3;;0;nonexistent;no
56;management;married;university.degree;no;;no;no;cellular;jul;tue;442;2;;0;nonexistent;no
34;admin.;single;university.degree;no;;yes;no;cellular;jul;tue;439;2;;0;nonexistent;no
38;technician;single;professional.course;no;;yes;no;cellular;jul;tue;249;2;;0;nonexistent;no
31;blue-collar;married;basic.9y;unknown;;yes;no;cellular;jul;tue;204;3;;0;nonexistent;no
55;blue-collar;married;illiterate;no;;yes;no;cellular;jul;tue;92;3;;0;nonexistent;no
27;technician;single;professional.course;no;;yes;no;cellular;jul;tue;131;2;;0;nonexistent;no
26;services;single;basic.6y;no;;no;no;cellular;jul;tue;184;2;;0;nonexistent;no
23;blue-collar;single;basic.9y;no;;no;no;cellular;jul;tue;126;3;;0;nonexistent;no
51;retired;married;university.degree;unknown;;no;no;cellular;jul;tue;94;3;;0;nonexistent;no
37;housemaid;married;basic.4y;no;;no;no;cellular;jul;tue;56;4;;0;nonexistent;no
35;admin.;married;basic.9y;no;;yes;no;cellular;jul;tue;274;3;;0;nonexistent;no
25;blue-collar;married;basic.9y;unknown;;no;no;cellular;jul;tue;42;4;;0;nonexistent;no
48;blue-collar;married;basic.9y;no;;unknown;unknown;cellular;jul;tue;112;4;;0;nonexistent;no
32;blue-collar;single;basic.6y;unknown;;unknown;unknown;cellular;jul;tue;199;4;;0;nonexistent;no
32;management;divorced;university.degree;no;;no;no;cellular;jul;tue;131;5;;0;nonexistent;no
44;blue-collar;married;basic.4y;no;;yes;no;cellular;jul;tue;75;4;;0;nonexistent;no
31;blue-collar;single;high.school;no;;yes;no;cellular;jul;tue;101;4;;0;nonexistent;no
29;blue-collar;married;basic.9y;no;;yes;no;cellular;jul;tue;138;4;;0;nonexistent;no
42;self-employed;divorced;basic.6y;unknown;;yes;no;cellular;jul;tue;94;3;;0;nonexistent;no
35;blue-collar;single;basic.9y;no;;no;yes;cellular;jul;tue;416;3;;0;nonexistent;no
57;blue-collar;married;basic.9y;unknown;;no;no;cellular;jul;tue;659;3;;0;nonexistent;no
45;blue-collar;married;basic.4y;unknown;;yes;no;cellular;jul;tue;202;3;;0;nonexistent;no
42;services;married;basic.6y;no;;no;no;cellular;jul;tue;92;3;;0;nonexistent;no
31;admin.;single;university.degree;no;;yes;yes;cellular;jul;tue;368;2;;0;nonexistent;no
42;technician;married;basic.9y;no;;no;no;cellular;jul;tue;723;3;;0;nonexistent;yes
48;admin.;single;university.degree;no;;yes;yes;telephone;jul;tue;265;4;;0;nonexistent;no
57;blue-collar;married;basic.9y;unknown;;yes;no;cellular;jul;tue;579;4;;0;nonexistent;no
50;blue-collar;married;basic.4y;unknown;;yes;yes;cellular;jul;tue;195;6;;0;nonexistent;no
38;technician;single;professional.course;no;;no;yes;cellular;jul;tue;80;4;;0;nonexistent;no
35;technician;married;professional.course;no;;yes;no;cellular;jul;tue;401;4;;0;nonexistent;no
34;services;divorced;high.school;no;;no;yes;cellular;jul;tue;101;2;;0;nonexistent;no
32;housemaid;single;university.degree;unknown;;yes;no;cellular;jul;tue;71;4;;0;nonexistent;no
25;technician;single;professional.course;no;;yes;no;cellular;jul;tue;134;4;;0;nonexistent;no
38;blue-collar;single;basic.4y;unknown;;no;no;telephone;jul;tue;41;5;;0;nonexistent;no
33;services;married;high.school;no;;no;no;cellular;jul;tue;280;5;;0;nonexistent;no
31;blue-collar;married;basic.9y;unknown;;yes;no;telephone;jul;tue;289;2;;0;nonexistent;no
45;blue-collar;married;basic.4y;unknown;;no;no;cellular;jul;tue;791;5;;0;nonexistent;yes
55;blue-collar;married;basic.4y;no;;yes;no;cellular;jul;tue;63;2;;0;nonexistent;no
54;retired;married;basic.4y;no;;yes;yes;telephone;jul;tue;533;3;;0;nonexistent;yes
30;entrepreneur;single;high.school;no;;yes;no;telephone;jul;tue;501;2;;0;nonexistent;no
30;blue-collar;divorced;basic.6y;no;;no;no;cellular;jul;tue;76;3;;0;nonexistent;no
57;self-employed;married;professional.course;no;;yes;no;cellular;jul;tue;1056;2;;0;nonexistent;yes
36;blue-collar;married;basic.4y;unknown;;no;no;cellular;jul;tue;753;4;;0;nonexistent;no
48;admin.;single;university.degree;no;;yes;yes;telephone;jul;tue;80;2;;0;nonexistent;no
34;services;divorced;high.school;no;;yes;no;cellular;jul;tue;317;3;;0;nonexistent;no
55;blue-collar;married;illiterate;no;;no;no;cellular;jul;tue;129;2;;0;nonexistent;no
40;admin.;single;high.school;no;;yes;no;cellular;jul;tue;237;4;;0;nonexistent;no
36;self-employed;divorced;professional.course;unknown;;yes;yes;cellular;jul;tue;110;4;;0;nonexistent;no
30;entrepreneur;single;high.school;no;;no;yes;cellular;jul;tue;295;4;;0;nonexistent;no
34;admin.;single;university.degree;no;;no;no;cellular;jul;tue;61;4;;0;nonexistent;no
37;management;single;university.degree;no;;yes;no;cellular;jul;tue;188;3;;0;nonexistent;no
38;technician;single;professional.course;no;;no;no;cellular;jul;tue;815;4;;0;nonexistent;yes
40;blue-collar;married;unknown;no;;no;no;cellular;jul;tue;117;3;;0;nonexistent;no
32;blue-collar;married;basic.9y;unknown;;no;no;telephone;jul;tue;89;5;;0;nonexistent;no
53;blue-collar;married;basic.6y;no;;yes;yes;cellular;jul;tue;101;2;;0;nonexistent;no
51;retired;married;basic.9y;no;;yes;no;cellular;jul;tue;109;2;;0;nonexistent;no
45;blue-collar;married;basic.4y;unknown;;yes;no;cellular;jul;tue;315;2;;0;nonexistent;no
37;blue-collar;married;basic.4y;no;;yes;no;cellular;jul;tue;226;3;;0;nonexistent;no
45;blue-collar;married;basic.4y;unknown;;no;no;telephone;jul;tue;49;3;;0;nonexistent;no
25;entrepreneur;single;university.degree;no;;no;yes;cellular;jul;tue;280;2;;0;nonexistent;no
26;admin.;single;university.degree;no;;yes;no;cellular;jul;tue;83;5;;0;nonexistent;no
46;technician;divorced;professional.course;no;;no;no;cellular;jul;tue;121;4;;0;nonexistent;no
43;blue-collar;married;basic.9y;no;;no;no;telephone;jul;tue;778;3;;0;nonexistent;no
31;technician;single;professional.course;no;;yes;no;cellular;jul;tue;350;4;;0;nonexistent;no
38;services;single;university.degree;no;;no;no;cellular;jul;tue;368;4;;0;nonexistent;no
29;entrepreneur;married;basic.4y;no;;no;no;cellular;jul;tue;103;4;;0;nonexistent;no
38;admin.;divorced;university.degree;no;;no;no;cellular;jul;tue;232;3;;0;nonexistent;no
28;admin.;married;high.school;unknown;;no;no;cellular;jul;tue;60;3;;0;nonexistent;no
33;admin.;married;high.school;unknown;;no;no;cellular;jul;tue;87;5;;0;nonexistent;no
33;admin.;single;university.degree;no;;yes;no;cellular;jul;tue;156;4;;0;nonexistent;no
34;entrepreneur;married;high.school;unknown;;no;no;cellular;jul;tue;924;4;;0;nonexistent;no
37;blue-collar;married;basic.6y;unknown;;no;no;cellular;jul;tue;65;3;;0;nonexistent;no
57;blue-collar;divorced;basic.6y;unknown;;yes;no;cellular;jul;tue;256;5;;0;nonexistent;no
45;admin.;married;university.degree;no;;yes;no;cellular;jul;tue;132;3;;0;nonexistent;no
27;services;single;high.school;no;;unknown;unknown;telephone;jul;tue;207;3;;0;nonexistent;no
45;services;married;basic.4y;no;;no;no;telephone;jul;tue;152;4;;0;nonexistent;no
39;blue-collar;married;unknown;unknown;;yes;no;telephone;jul;tue;49;5;;0;nonexistent;no
28;blue-collar;single;basic.4y;unknown;;no;no;cellular;jul;tue;67;5;;0;nonexistent;no
38;management;married;university.degree;no;;yes;no;cellular;jul;tue;646;4;;0;nonexistent;no
24;entrepreneur;single;university.degree;no;;yes;no;cellular;jul;tue;808;3;;0;nonexistent;yes
37;admin.;divorced;high.school;no;;no;no;cellular;jul;tue;81;4;;0;nonexistent;no
33;admin.;married;high.school;unknown;;yes;no;cellular;jul;tue;58;2;;0;nonexistent;no
31;services;married;high.school;unknown;;yes;no;cellular;jul;tue;178;3;;0;nonexistent;no
32;blue-collar;single;basic.9y;no;;yes;no;cellular;jul;tue;56;4;;0;nonexistent;no
24;blue-collar;single;basic.9y;unknown;;yes;no;cellular;jul;tue;88;3;;0;nonexistent;no
31;admin.;married;high.school;unknown;;yes;no;cellular;jul;tue;177;3;;0;nonexistent;no
35;admin.;married;basic.6y;no;;yes;no;cellular;jul;tue;364;10;;0;nonexistent;no
39;blue-collar;married;unknown;unknown;;yes;yes;cellular;jul;tue;156;4;;0;nonexistent;no
43;services;single;high.school;no;;no;no;cellular;jul;tue;1317;4;;0;nonexistent;yes
37;admin.;single;university.degree;unknown;;yes;no;cellular;jul;tue;77;2;;0;nonexistent;no
48;unemployed;married;university.degree;no;;yes;yes;cellular;jul;tue;200;3;;0;nonexistent;no
40;blue-collar;single;basic.4y;no;;no;no;cellular;jul;tue;59;2;;0;nonexistent;no
37;services;married;high.school;no;;no;yes;cellular;jul;tue;126;3;;0;nonexistent;no
31;technician;single;professional.course;no;;no;no;telephone;jul;tue;174;3;;0;nonexistent;no
31;blue-collar;married;basic.9y;unknown;;no;no;cellular;jul;tue;243;4;;0;nonexistent;no
37;admin.;single;university.degree;unknown;;no;yes;cellular;jul;tue;133;4;;0;nonexistent;no
34;management;divorced;university.degree;no;;no;yes;cellular;jul;tue;321;5;;0;nonexistent;no
53;technician;divorced;high.school;no;;yes;no;cellular;jul;tue;201;4;;0;nonexistent;no
38;admin.;divorced;university.degree;no;;no;yes;telephone;jul;tue;571;3;;0;nonexistent;no
57;blue-collar;married;unknown;no;;no;no;cellular;jul;tue;137;4;;0;nonexistent;no
26;admin.;married;university.degree;no;;no;no;cellular;jul;tue;503;6;;0;nonexistent;no
48;unemployed;married;university.degree;no;;no;no;cellular;jul;tue;277;2;;0;nonexistent;no
35;services;married;high.school;no;;yes;no;cellular;jul;tue;377;4;;0;nonexistent;no
45;technician;married;professional.course;no;;yes;no;cellular;jul;tue;83;3;;0;nonexistent;no
25;admin.;single;high.school;no;;yes;no;cellular;jul;tue;53;1;;0;nonexistent;no
49;blue-collar;married;basic.4y;unknown;;yes;no;cellular;jul;tue;106;12;;0;nonexistent;no
30;blue-collar;single;basic.4y;no;;yes;no;cellular;jul;tue;82;2;;0;nonexistent;no
30;blue-collar;single;basic.6y;no;;yes;no;telephone;jul;tue;135;5;;0;nonexistent;no
32;services;married;high.school;no;;no;no;cellular;jul;tue;135;1;;0;nonexistent;no
46;technician;divorced;professional.course;no;;yes;no;cellular;jul;tue;387;5;;0;nonexistent;no
45;retired;divorced;university.degree;no;;yes;no;cellular;jul;tue;372;4;;0;nonexistent;no
40;admin.;married;university.degree;no;;yes;no;cellular;jul;tue;128;1;;0;nonexistent;no
36;blue-collar;married;basic.4y;unknown;;no;no;cellular;jul;tue;1615;3;;0;nonexistent;yes
33;housemaid;married;basic.9y;no;;no;no;cellular;jul;tue;860;4;;0;nonexistent;yes
24;admin.;single;high.school;no;;yes;yes;telephone;jul;tue;162;1;;0;nonexistent;no
49;blue-collar;divorced;basic.4y;unknown;;yes;no;cellular;jul;tue;246;1;;0;nonexistent;no
47;admin.;married;basic.6y;no;;unknown;unknown;cellular;jul;tue;317;1;;0;nonexistent;no
56;management;married;basic.4y;unknown;;yes;no;cellular;jul;tue;122;1;;0;nonexistent;no
56;housemaid;married;basic.4y;unknown;;no;no;cellular;jul;tue;76;1;;0;nonexistent;no
47;admin.;married;basic.6y;no;;yes;no;cellular;jul;tue;462;1;;0;nonexistent;no
23;student;single;high.school;unknown;;unknown;unknown;cellular;jul;tue;125;1;;0;nonexistent;no
34;admin.;single;university.degree;no;;no;no;cellular;jul;tue;182;1;;0;nonexistent;no
59;blue-collar;married;basic.4y;unknown;;yes;no;cellular;jul;tue;85;5;;0;nonexistent;no
48;blue-collar;married;basic.4y;unknown;;yes;no;telephone;jul;tue;277;1;;0;nonexistent;no
31;blue-collar;married;basic.9y;no;;no;no;telephone;jul;tue;280;6;;0;nonexistent;no
25;services;single;high.school;no;;yes;no;cellular;jul;tue;218;1;;0;nonexistent;no
36;admin.;single;basic.9y;no;;yes;no;cellular;jul;tue;274;1;;0;nonexistent;no
35;blue-collar;divorced;basic.9y;no;;yes;no;cellular;jul;tue;130;1;;0;nonexistent;no
37;technician;married;professional.course;unknown;;yes;yes;cellular;jul;tue;177;1;;0;nonexistent;no
34;technician;divorced;professional.course;no;;no;no;cellular;jul;tue;116;5;;0;nonexistent;no
34;admin.;single;university.degree;no;;no;no;cellular;jul;tue;98;2;;0;nonexistent;no
31;blue-collar;single;basic.9y;no;;yes;no;cellular;jul;tue;442;1;;0;nonexistent;no
35;blue-collar;married;basic.6y;no;;no;yes;cellular;jul;tue;92;4;;0;nonexistent;no
33;admin.;married;high.school;unknown;;yes;no;cellular;jul;tue;88;4;;0;nonexistent;no
28;blue-collar;married;basic.9y;unknown;;yes;no;telephone;jul;tue;141;4;;0;nonexistent;no
35;blue-collar;divorced;basic.9y;no;;no;no;cellular;jul;tue;658;1;;0;nonexistent;yes
31;technician;single;professional.course;no;;yes;no;telephone;jul;tue;37;4;;0;nonexistent;no
37;technician;married;professional.course;unknown;;yes;yes;cellular;jul;tue;144;1;;0;nonexistent;no
33;management;married;university.degree;no;;no;no;cellular;jul;tue;794;1;;0;nonexistent;no
56;management;married;university.degree;no;;yes;no;cellular;jul;tue;90;1;;0;nonexistent;no
37;housemaid;married;basic.4y;no;;yes;no;cellular;jul;tue;70;1;;0;nonexistent;no
26;admin.;married;basic.9y;no;;no;no;cellular;jul;tue;878;2;;0;nonexistent;yes
35;housemaid;married;basic.9y;no;;no;no;cellular;jul;tue;280;2;;0;nonexistent;no
40;admin.;divorced;high.school;no;;yes;no;cellular;jul;tue;193;6;;0;nonexistent;no
43;blue-collar;married;basic.9y;no;;no;yes;cellular;jul;tue;148;2;;0;nonexistent;no
46;technician;divorced;professional.course;no;;yes;no;cellular;jul;tue;513;5;;0;nonexistent;no
30;services;single;high.school;no;;no;yes;cellular;jul;tue;172;4;;0;nonexistent;no
50;technician;single;university.degree;no;;yes;no;cellular;jul;tue;89;2;;0;nonexistent;no
49;blue-collar;married;basic.4y;unknown;;yes;no;cellular;jul;tue;792;4;;0;nonexistent;no
31;admin.;single;high.school;no;;no;no;cellular;jul;tue;355;1;;0;nonexistent;no
32;services;single;unknown;unknown;;yes;no;cellular;jul;tue;881;1;;0;nonexistent;yes
32;services;single;unknown;unknown;;no;no;cellular;jul;tue;981;1;;0;nonexistent;yes
28;blue-collar;single;high.school;no;;yes;no;cellular;jul;tue;158;5;;0;nonexistent;no
28;admin.;married;high.school;unknown;;yes;yes;cellular;jul;tue;722;3;;0;nonexistent;no
29;management;single;high.school;no;;no;yes;cellular;jul;tue;103;4;;0;nonexistent;no
33;services;married;high.school;no;;yes;no;cellular;jul;tue;820;4;;0;nonexistent;yes
50;admin.;married;professional.course;no;;no;no;cellular;jul;tue;1001;3;;0;nonexistent;yes
26;technician;divorced;professional.course;no;;no;yes;cellular;jul;tue;500;1;;0;nonexistent;yes
26;technician;divorced;professional.course;no;;yes;no;cellular;jul;tue;348;1;;0;nonexistent;no
30;blue-collar;single;basic.4y;no;;yes;no;cellular;jul;tue;122;2;;0;nonexistent;no
32;technician;single;professional.course;no;;no;yes;cellular;jul;tue;129;1;;0;nonexistent;no
34;management;divorced;university.degree;no;;yes;no;cellular;jul;tue;1228;6;;0;nonexistent;yes
25;blue-collar;married;high.school;unknown;;yes;no;cellular;jul;tue;94;4;;0;nonexistent;no
32;entrepreneur;single;university.degree;no;;yes;no;cellular;jul;tue;192;3;;0;nonexistent;no
37;services;married;high.school;no;;yes;no;cellular;jul;tue;331;2;;0;nonexistent;no
31;admin.;married;basic.9y;no;;yes;no;cellular;jul;tue;779;2;;0;nonexistent;no
38;admin.;single;high.school;no;;no;yes;telephone;jul;tue;91;2;;0;nonexistent;no
56;management;married;basic.4y;unknown;;yes;no;cellular;jul;tue;61;2;;0;nonexistent;no
31;admin.;single;university.degree;no;;no;no;cellular;jul;tue;555;2;;0;nonexistent;no
45;blue-collar;married;basic.4y;no;;no;no;cellular;jul;tue;157;5;;0;nonexistent;no
34;management;divorced;university.degree;no;;yes;no;cellular;jul;tue;580;5;;0;nonexistent;no
39;housemaid;single;university.degree;unknown;;no;no;telephone;jul;tue;39;9;;0;nonexistent;no
41;technician;married;university.degree;no;;no;no;cellular;jul;tue;83;2;;0;nonexistent;no
52;blue-collar;divorced;unknown;no;;no;no;cellular;jul;tue;111;8;;0;nonexistent;no
23;technician;single;university.degree;no;;yes;yes;cellular;jul;tue;603;11;;0;nonexistent;no
33;unemployed;single;unknown;no;;no;no;cellular;jul;tue;211;6;;0;nonexistent;no
52;housemaid;married;basic.4y;no;;yes;yes;cellular;jul;tue;105;7;;0;nonexistent;no
39;admin.;divorced;high.school;no;;yes;no;cellular;jul;tue;514;5;;0;nonexistent;yes
32;technician;single;professional.course;no;;yes;no;cellular;jul;tue;479;1;;0;nonexistent;no
43;blue-collar;married;basic.9y;no;;no;no;cellular;jul;tue;111;5;;0;nonexistent;no
56;blue-collar;married;basic.4y;unknown;;no;no;cellular;jul;tue;368;5;;0;nonexistent;no
34;admin.;single;university.degree;no;;no;no;cellular;jul;tue;149;4;;0;nonexistent;no
36;housemaid;single;high.school;no;;yes;no;cellular;jul;tue;257;5;;0;nonexistent;no
35;admin.;married;university.degree;no;;yes;no;cellular;jul;tue;98;4;;0;nonexistent;no
51;admin.;divorced;professional.course;no;;yes;no;cellular;jul;tue;408;4;;0;nonexistent;no
57;blue-collar;divorced;basic.6y;unknown;;yes;yes;cellular;jul;tue;329;6;;0;nonexistent;no
47;blue-collar;married;basic.9y;no;;no;no;cellular;jul;tue;134;2;;0;nonexistent;no
50;admin.;married;professional.course;no;;no;no;cellular;jul;tue;306;14;;0;nonexistent;no
47;housemaid;married;basic.4y;unknown;;yes;no;telephone;jul;tue;159;2;;0;nonexistent;no
41;entrepreneur;married;basic.6y;no;;no;no;telephone;jul;tue;275;2;;0;nonexistent;no
30;management;divorced;basic.4y;no;;yes;no;cellular;jul;tue;68;8;;0;nonexistent;no
48;unemployed;married;university.degree;no;;yes;no;cellular;jul;tue;135;5;;0;nonexistent;no
34;technician;divorced;basic.6y;no;;yes;no;cellular;jul;tue;716;3;;0;nonexistent;yes
36;services;single;high.school;no;;no;yes;cellular;jul;tue;257;5;;0;nonexistent;no
35;admin.;divorced;university.degree;no;;yes;no;cellular;jul;tue;826;4;;0;nonexistent;no
28;admin.;single;university.degree;no;;no;no;cellular;jul;tue;35;3;;0;nonexistent;no
35;blue-collar;divorced;basic.9y;no;;no;yes;cellular;jul;tue;1083;2;;0;nonexistent;no
43;blue-collar;married;basic.6y;no;;no;no;cellular;jul;tue;235;2;;0;nonexistent;no
34;technician;single;professional.course;no;;no;yes;cellular;jul;tue;955;5;;0;nonexistent;yes
41;entrepreneur;divorced;university.degree;no;;yes;no;cellular;jul;tue;194;5;;0;nonexistent;no
33;admin.;married;high.school;unknown;;yes;no;cellular;jul;tue;194;4;;0;nonexistent;no
32;management;divorced;university.degree;no;;yes;no;cellular;jul;tue;123;4;;0;nonexistent;no
30;services;single;high.school;no;;no;no;cellular;jul;tue;612;4;;0;nonexistent;no
33;services;married;high.school;no;;no;no;cellular;jul;tue;85;8;;0;nonexistent;no
48;admin.;single;university.degree;no;;no;no;telephone;jul;tue;237;7;;0;nonexistent;no
48;admin.;single;university.degree;no;;no;no;cellular;jul;tue;196;4;;0;nonexistent;no
30;blue-collar;married;high.school;no;;yes;no;cellular;jul;tue;144;4;;0;nonexistent;no
30;entrepreneur;single;high.school;no;;yes;no;cellular;jul;tue;85;5;;0;nonexistent;no
27;technician;single;professional.course;no;;yes;no;cellular;jul;tue;179;3;;0;nonexistent;no
45;blue-collar;married;basic.9y;unknown;;no;no;cellular;jul;tue;220;3;;0;nonexistent;no
36;admin.;single;basic.9y;no;;no;yes;cellular;jul;tue;155;2;;0;nonexistent;no
40;blue-collar;married;basic.9y;no;;yes;no;cellular;jul;tue;107;4;;0;nonexistent;no
56;blue-collar;married;basic.4y;unknown;;yes;no;cellular;jul;tue;260;5;;0;nonexistent;no
55;blue-collar;married;basic.6y;unknown;;no;no;cellular;jul;tue;232;4;;0;nonexistent;no
37;admin.;single;university.degree;unknown;;no;no;cellular;jul;tue;150;5;;0;nonexistent;no
27;services;single;high.school;no;;no;no;cellular;jul;tue;232;4;;0;nonexistent;no
56;management;married;basic.4y;unknown;;yes;no;cellular;jul;tue;673;2;;0;nonexistent;no
25;entrepreneur;single;university.degree;no;;no;no;cellular;jul;tue;272;7;;0;nonexistent;no
43;blue-collar;married;basic.6y;no;;no;yes;cellular;jul;tue;197;2;;0;nonexistent;no
28;blue-collar;single;basic.6y;unknown;;no;no;cellular;jul;tue;263;3;;0;nonexistent;no
58;admin.;married;university.degree;no;;yes;no;cellular;jul;tue;275;4;;0;nonexistent;no
39;blue-collar;married;basic.4y;unknown;;yes;yes;cellular;jul;tue;157;5;;0;nonexistent;no
34;management;married;high.school;no;;no;no;cellular;jul;tue;419;7;;0;nonexistent;no
32;blue-collar;divorced;basic.9y;no;;yes;no;cellular;jul;tue;146;4;;0;nonexistent;no
44;blue-collar;married;basic.4y;no;;no;no;cellular;jul;tue;115;2;;0;nonexistent;no
43;management;married;university.degree;no;;yes;no;cellular;jul;tue;347;4;;0;nonexistent;no
32;services;single;unknown;unknown;;yes;yes;cellular;jul;tue;136;2;;0;nonexistent;no
35;blue-collar;divorced;basic.9y;no;;yes;no;cellular;jul;tue;357;4;;0;nonexistent;no
57;management;married;basic.9y;no;;no;no;cellular;jul;tue;374;5;;0;nonexistent;no
35;blue-collar;single;basic.9y;no;;yes;no;cellular;jul;tue;120;6;;0;nonexistent;no
34;technician;divorced;professional.course;no;;no;no;cellular;jul;tue;323;3;;0;nonexistent;no
27;blue-collar;married;basic.9y;unknown;;no;no;cellular;jul;tue;364;2;;0;nonexistent;no
50;management;married;university.degree;no;;yes;no;cellular;jul;tue;98;2;;0;nonexistent;no
48;blue-collar;married;basic.9y;no;;yes;no;cellular;jul;tue;84;5;;0;nonexistent;no
35;admin.;married;university.degree;no;;unknown;unknown;telephone;jul;tue;78;4;;0;nonexistent;no
32;blue-collar;single;basic.6y;no;;unknown;unknown;telephone;jul;tue;59;4;;0;nonexistent;no
55;blue-collar;married;basic.4y;no;;no;no;cellular;jul;tue;395;4;;0;nonexistent;no
25;blue-collar;married;high.school;unknown;;no;no;cellular;jul;tue;169;4;;0;nonexistent;no
30;blue-collar;divorced;high.school;no;;no;no;cellular;jul;tue;209;4;;0;nonexistent;no
50;admin.;married;university.degree;unknown;;yes;no;cellular;jul;tue;106;3;;0;nonexistent;no
24;blue-collar;married;basic.9y;no;;no;no;cellular;jul;tue;107;3;;0;nonexistent;no
35;unemployed;married;university.degree;no;;yes;no;cellular;jul;tue;462;4;;0;nonexistent;no
50;technician;single;university.degree;no;;yes;no;cellular;jul;tue;216;7;;0;nonexistent;no
32;technician;single;professional.course;no;;no;no;cellular;jul;tue;769;4;;0;nonexistent;yes
45;blue-collar;single;basic.4y;unknown;;yes;no;cellular;jul;tue;115;5;;0;nonexistent;no
33;blue-collar;divorced;basic.9y;unknown;;no;no;cellular;jul;tue;889;5;;0;nonexistent;yes
56;unknown;divorced;basic.4y;no;;no;no;cellular;jul;tue;547;12;;0;nonexistent;no
46;housemaid;single;university.degree;unknown;;no;yes;cellular;jul;tue;142;3;;0;nonexistent;no
28;technician;single;high.school;no;;yes;no;telephone;jul;tue;166;6;;0;nonexistent;no
48;admin.;divorced;basic.9y;no;;no;no;cellular;jul;tue;1424;4;;0;nonexistent;yes
35;blue-collar;single;basic.9y;unknown;;yes;no;cellular;jul;tue;53;5;;0;nonexistent;no
27;blue-collar;single;high.school;no;;unknown;unknown;cellular;jul;tue;290;3;;0;nonexistent;no
58;retired;married;basic.4y;unknown;;no;no;cellular;jul;tue;520;3;;0;nonexistent;no
27;admin.;single;university.degree;no;;yes;no;cellular;jul;tue;490;5;;0;nonexistent;no
34;management;married;high.school;no;;yes;no;cellular;jul;tue;838;3;;0;nonexistent;yes
55;retired;married;basic.4y;unknown;;no;yes;cellular;jul;tue;599;4;;0;nonexistent;no
33;admin.;single;high.school;no;;yes;no;cellular;jul;tue;498;5;;0;nonexistent;no
51;technician;divorced;high.school;no;;no;no;cellular;jul;tue;166;4;;0;nonexistent;no
34;admin.;single;university.degree;no;;no;no;telephone;jul;tue;232;4;;0;nonexistent;no
40;admin.;divorced;high.school;no;;no;yes;cellular;jul;tue;270;5;;0;nonexistent;no
56;admin.;married;basic.4y;no;;yes;no;cellular;jul;tue;118;5;;0;nonexistent;no
25;blue-collar;single;basic.9y;no;;yes;no;cellular;jul;tue;159;6;;0;nonexistent;no
44;blue-collar;married;basic.9y;no;;no;no;telephone;jul;tue;265;5;;0;nonexistent;no
38;admin.;divorced;university.degree;no;;no;no;cellular;jul;tue;419;8;;0;nonexistent;no
33;blue-collar;married;high.school;unknown;;yes;no;cellular;jul;tue;624;6;;0;nonexistent;no
39;blue-collar;married;basic.6y;unknown;;yes;no;cellular;jul;tue;59;5;;0;nonexistent;no
48;unemployed;married;university.degree;no;;yes;no;cellular;jul;tue;812;3;;0;nonexistent;no
48;blue-collar;married;basic.9y;no;;yes;no;cellular;jul;tue;97;5;;0;nonexistent;no
50;blue-collar;married;basic.4y;unknown;;yes;no;telephone;jul;tue;119;8;;0;nonexistent;no
25;admin.;single;high.school;no;;yes;no;cellular;jul;tue;84;5;;0;nonexistent;no
57;blue-collar;divorced;basic.6y;unknown;;no;no;cellular;jul;tue;632;6;;0;nonexistent;yes
27;admin.;single;professional.course;no;;no;no;cellular;jul;tue;448;5;;0;nonexistent;yes
48;unemployed;married;basic.4y;unknown;;no;no;cellular;jul;tue;163;6;;0;nonexistent;no
50;blue-collar;married;basic.4y;unknown;;no;yes;cellular;jul;tue;231;2;;0;nonexistent;no
46;technician;divorced;professional.course;no;;no;no;cellular;jul;tue;114;4;;0;nonexistent;no
33;services;married;high.school;no;;yes;no;telephone;jul;tue;32;7;;0;nonexistent;no
25;blue-collar;single;high.school;no;;yes;no;telephone;jul;tue;1142;4;;0;nonexistent;no
36;blue-collar;married;basic.4y;unknown;;yes;no;cellular;jul;tue;87;8;;0;nonexistent;no
44;services;divorced;basic.9y;no;;yes;no;telephone;jul;tue;62;5;;0;nonexistent;no
